,year,state,month,number,date,risc
4851,2008,Rio,Abril,110.0,2008-01-01,low
4852,2009,Rio,Abril,145.0,2009-01-01,low
4853,2010,Rio,Abril,72.0,2010-01-01,low
4854,2011,Rio,Abril,41.0,2011-01-01,low
4855,2012,Rio,Abril,41.0,2012-01-01,low
4856,2013,Rio,Abril,47.0,2013-01-01,low
4857,2014,Rio,Abril,60.0,2014-01-01,low
4858,2015,Rio,Abril,175.0,2015-01-01,low
4859,2016,Rio,Abril,32.0,2016-01-01,low
4860,2017,Rio,Abril,51.0,2017-01-01,low
4861,1998,Rio,Maio,0.0,1998-01-01,low
4862,1999,Rio,Maio,13.0,1999-01-01,low
4863,2000,Rio,Maio,4.0,2000-01-01,low
4864,2001,Rio,Maio,4.0,2001-01-01,low
4865,2002,Rio,Maio,7.0,2002-01-01,low
4866,2003,Rio,Maio,18.0,2003-01-01,low
4867,2004,Rio,Maio,4.0,2004-01-01,low
4868,2005,Rio,Maio,24.0,2005-01-01,low
4869,2006,Rio,Maio,24.0,2006-01-01,low
4870,2007,Rio,Maio,3.0,2007-01-01,low
4871,2008,Rio,Maio,20.0,2008-01-01,low
4872,2009,Rio,Maio,177.0,2009-01-01,low
4873,2010,Rio,Maio,9.0,2010-01-01,low
4874,2011,Rio,Maio,20.0,2011-01-01,low
4875,2012,Rio,Maio,112.0,2012-01-01,low
4876,2013,Rio,Maio,14.0,2013-01-01,low
4877,2014,Rio,Maio,63.0,2014-01-01,low
4878,2015,Rio,Maio,169.0,2015-01-01,low
4879,2016,Rio,Maio,37.0,2016-01-01,low
4880,2017,Rio,Maio,43.0,2017-01-01,low
4881,1998,Rio,Junho,0.0,1998-01-01,low
4882,1999,Rio,Junho,9.0,1999-01-01,low
4883,2000,Rio,Junho,0.0,2000-01-01,low
4884,2001,Rio,Junho,1.0,2001-01-01,low
4885,2002,Rio,Junho,4.0,2002-01-01,low
4886,2003,Rio,Junho,14.0,2003-01-01,low
4887,2004,Rio,Junho,52.0,2004-01-01,low
4888,2005,Rio,Junho,50.0,2005-01-01,low
4889,2006,Rio,Junho,7.0,2006-01-01,low
4890,2007,Rio,Junho,10.0,2007-01-01,low
4891,2008,Rio,Junho,16.0,2008-01-01,low
4892,2009,Rio,Junho,30.0,2009-01-01,low
4893,2010,Rio,Junho,4.0,2010-01-01,low
4894,2011,Rio,Junho,12.0,2011-01-01,low
4895,2012,Rio,Junho,86.0,2012-01-01,low
4896,2013,Rio,Junho,10.0,2013-01-01,low
4897,2014,Rio,Junho,62.0,2014-01-01,low
4898,2015,Rio,Junho,68.0,2015-01-01,low
4899,2016,Rio,Junho,261.0,2016-01-01,low
4900,2017,Rio,Junho,103.0,2017-01-01,low
4901,1998,Rio,Julho,0.0,1998-01-01,low
4902,1999,Rio,Julho,10.0,1999-01-01,low
4903,2000,Rio,Julho,6.0,2000-01-01,low
4904,2001,Rio,Julho,6.0,2001-01-01,low
4905,2002,Rio,Julho,93.0,2002-01-01,low
4906,2003,Rio,Julho,55.0,2003-01-01,low
4907,2004,Rio,Julho,156.0,2004-01-01,low
4908,2005,Rio,Julho,47.0,2005-01-01,low
4909,2006,Rio,Julho,45.0,2006-01-01,low
4910,2007,Rio,Julho,7.0,2007-01-01,low
4911,2008,Rio,Julho,25.0,2008-01-01,low
4912,2009,Rio,Julho,47.0,2009-01-01,low
4913,2010,Rio,Julho,34.0,2010-01-01,low
4914,2011,Rio,Julho,45.0,2011-01-01,low
4915,2012,Rio,Julho,134.0,2012-01-01,low
4916,2013,Rio,Julho,42.0,2013-01-01,low
4917,2014,Rio,Julho,209.0,2014-01-01,low
4918,2015,Rio,Julho,60.0,2015-01-01,low
4919,2016,Rio,Julho,865.0,2016-01-01,high
4920,2017,Rio,Julho,885.0,2017-01-01,high
4921,1998,Rio,Agosto,9.0,1998-01-01,low
4922,1999,Rio,Agosto,24.0,1999-01-01,low
4923,2000,Rio,Agosto,18.0,2000-01-01,low
4924,2001,Rio,Agosto,36.0,2001-01-01,low
4925,2002,Rio,Agosto,824.0,2002-01-01,high
4926,2003,Rio,Agosto,1.419,2003-01-01,low
4927,2004,Rio,Agosto,403.0,2004-01-01,medium
4928,2005,Rio,Agosto,120.0,2005-01-01,low
4929,2006,Rio,Agosto,642.0,2006-01-01,medium
4930,2007,Rio,Agosto,258.0,2007-01-01,low
4931,2008,Rio,Agosto,56.0,2008-01-01,low
4932,2009,Rio,Agosto,1.057,2009-01-01,low
4933,2010,Rio,Agosto,267.0,2010-01-01,low
4934,2011,Rio,Agosto,116.0,2011-01-01,low
4935,2012,Rio,Agosto,410.0,2012-01-01,medium
4936,2013,Rio,Agosto,156.0,2013-01-01,low
4937,2014,Rio,Agosto,1.168,2014-01-01,low
4938,2015,Rio,Agosto,414.0,2015-01-01,medium
4939,2016,Rio,Agosto,1.111,2016-01-01,low
4940,2017,Rio,Agosto,819.0,2017-01-01,high
4941,1998,Rio,Setembro,60.0,1998-01-01,low
4942,1999,Rio,Setembro,19.0,1999-01-01,low
4943,2000,Rio,Setembro,27.0,2000-01-01,low
4944,2001,Rio,Setembro,2.0,2001-01-01,low
4945,2002,Rio,Setembro,226.0,2002-01-01,low
4946,2003,Rio,Setembro,828.0,2003-01-01,high
4947,2004,Rio,Setembro,431.0,2004-01-01,medium
4948,2005,Rio,Setembro,189.0,2005-01-01,low
4949,2006,Rio,Setembro,444.0,2006-01-01,medium
4950,2007,Rio,Setembro,573.0,2007-01-01,medium
4951,2008,Rio,Setembro,97.0,2008-01-01,low
4952,2009,Rio,Setembro,39.0,2009-01-01,low
4953,2010,Rio,Setembro,250.0,2010-01-01,low
4954,2011,Rio,Setembro,449.0,2011-01-01,medium
4955,2012,Rio,Setembro,113.0,2012-01-01,low
4956,2013,Rio,Setembro,290.0,2013-01-01,low
4957,2014,Rio,Setembro,224.0,2014-01-01,low
4958,2015,Rio,Setembro,222.0,2015-01-01,low
4959,2016,Rio,Setembro,628.0,2016-01-01,medium
4960,2017,Rio,Setembro,343.0,2017-01-01,low
4961,1998,Rio,Outubro,169.0,1998-01-01,low
4962,1999,Rio,Outubro,56.0,1999-01-01,low
4963,2000,Rio,Outubro,10.0,2000-01-01,low
4964,2001,Rio,Outubro,13.0,2001-01-01,low
4965,2002,Rio,Outubro,10.0,2002-01-01,low
4966,2003,Rio,Outubro,360.0,2003-01-01,low
4967,2004,Rio,Outubro,680.0,2004-01-01,medium
4968,2005,Rio,Outubro,83.0,2005-01-01,low
4969,2006,Rio,Outubro,160.0,2006-01-01,low
4970,2007,Rio,Outubro,21.0,2007-01-01,low
4971,2008,Rio,Outubro,135.0,2008-01-01,low
4972,2009,Rio,Outubro,148.0,2009-01-01,low
4973,2010,Rio,Outubro,95.0,2010-01-01,low
4974,2011,Rio,Outubro,74.0,2011-01-01,low
4975,2012,Rio,Outubro,91.0,2012-01-01,low
4976,2013,Rio,Outubro,104.0,2013-01-01,low
4977,2014,Rio,Outubro,110.0,2014-01-01,low
4978,2015,Rio,Outubro,70.0,2015-01-01,low
4979,2016,Rio,Outubro,93.0,2016-01-01,low
4980,2017,Rio,Outubro,101.0,2017-01-01,low
4981,1998,Rio,Novembro,28.0,1998-01-01,low
4982,1999,Rio,Novembro,103.0,1999-01-01,low
4983,2000,Rio,Novembro,18.0,2000-01-01,low
4984,2001,Rio,Novembro,49.0,2001-01-01,low
4985,2002,Rio,Novembro,117.0,2002-01-01,low
4986,2003,Rio,Novembro,121.0,2003-01-01,low
4987,2004,Rio,Novembro,161.0,2004-01-01,low
4988,2005,Rio,Novembro,227.0,2005-01-01,low
4989,2006,Rio,Novembro,27.0,2006-01-01,low
4990,2007,Rio,Novembro,13.0,2007-01-01,low
4991,2008,Rio,Novembro,14.0,2008-01-01,low
4992,2009,Rio,Novembro,4.0,2009-01-01,low
4993,2010,Rio,Novembro,90.0,2010-01-01,low
4994,2011,Rio,Novembro,117.0,2011-01-01,low
4995,2012,Rio,Novembro,74.0,2012-01-01,low
4996,2013,Rio,Novembro,110.0,2013-01-01,low
4997,2014,Rio,Novembro,68.0,2014-01-01,low
4998,2015,Rio,Novembro,30.0,2015-01-01,low
4999,2016,Rio,Novembro,105.0,2016-01-01,low
5000,2017,Rio,Novembro,137.0,2017-01-01,low
5001,1998,Rio,Dezembro,605.0,1998-01-01,medium
5002,1999,Rio,Dezembro,1.11,1999-01-01,low
5003,2000,Rio,Dezembro,80.0,2000-01-01,low
5004,2001,Rio,Dezembro,80.0,2001-01-01,low
5005,2002,Rio,Dezembro,45.0,2002-01-01,low
5006,2003,Rio,Dezembro,98.0,2003-01-01,low
5007,2004,Rio,Dezembro,99.0,2004-01-01,low
5008,2005,Rio,Dezembro,35.0,2005-01-01,low
5009,2006,Rio,Dezembro,15.0,2006-01-01,low
5010,2007,Rio,Dezembro,25.0,2007-01-01,low
5011,2008,Rio,Dezembro,32.0,2008-01-01,low
5012,2009,Rio,Dezembro,15.0,2009-01-01,low
5013,2010,Rio,Dezembro,103.0,2010-01-01,low
5014,2011,Rio,Dezembro,69.0,2011-01-01,low
5015,2012,Rio,Dezembro,38.0,2012-01-01,low
5016,2013,Rio,Dezembro,62.0,2013-01-01,low
5017,2014,Rio,Dezembro,31.0,2014-01-01,low
5018,2015,Rio,Dezembro,42.0,2015-01-01,low
5019,2016,Rio,Dezembro,79.0,2016-01-01,low
5020,1998,Rondonia,Janeiro,0.0,1998-01-01,low
5021,1999,Rondonia,Janeiro,1.0,1999-01-01,low
5022,2000,Rondonia,Janeiro,0.0,2000-01-01,low
5023,2001,Rondonia,Janeiro,0.0,2001-01-01,low
5024,2002,Rondonia,Janeiro,6.0,2002-01-01,low
5025,2003,Rondonia,Janeiro,62.0,2003-01-01,low
5026,2004,Rondonia,Janeiro,30.0,2004-01-01,low
5027,2005,Rondonia,Janeiro,99.0,2005-01-01,low
5028,2006,Rondonia,Janeiro,16.0,2006-01-01,low
5029,2007,Rondonia,Janeiro,33.0,2007-01-01,low
5030,2008,Rondonia,Janeiro,4.0,2008-01-01,low
5031,2009,Rondonia,Janeiro,17.0,2009-01-01,low
5032,2010,Rondonia,Janeiro,18.0,2010-01-01,low
5033,2011,Rondonia,Janeiro,1.0,2011-01-01,low
5034,2012,Rondonia,Janeiro,2.0,2012-01-01,low
5035,2013,Rondonia,Janeiro,7.0,2013-01-01,low
5036,2014,Rondonia,Janeiro,12.0,2014-01-01,low
5037,2015,Rondonia,Janeiro,30.0,2015-01-01,low
5038,2016,Rondonia,Janeiro,93.0,2016-01-01,low
5039,2017,Rondonia,Janeiro,44.0,2017-01-01,low
5040,1998,Rondonia,Fevereiro,0.0,1998-01-01,low
5041,1999,Rondonia,Fevereiro,1.0,1999-01-01,low
5042,2000,Rondonia,Fevereiro,6.0,2000-01-01,low
5043,2001,Rondonia,Fevereiro,2.0,2001-01-01,low
5044,2002,Rondonia,Fevereiro,8.0,2002-01-01,low
5045,2003,Rondonia,Fevereiro,10.0,2003-01-01,low
5046,2004,Rondonia,Fevereiro,12.0,2004-01-01,low
5047,2005,Rondonia,Fevereiro,42.0,2005-01-01,low
5048,2006,Rondonia,Fevereiro,17.0,2006-01-01,low
5049,2007,Rondonia,Fevereiro,8.0,2007-01-01,low
5050,2008,Rondonia,Fevereiro,7.0,2008-01-01,low
5051,2009,Rondonia,Fevereiro,1.0,2009-01-01,low
5052,2010,Rondonia,Fevereiro,9.0,2010-01-01,low
5053,2011,Rondonia,Fevereiro,2.0,2011-01-01,low
5054,2012,Rondonia,Fevereiro,9.0,2012-01-01,low
5055,2013,Rondonia,Fevereiro,8.0,2013-01-01,low
5056,2014,Rondonia,Fevereiro,5.0,2014-01-01,low
5057,2015,Rondonia,Fevereiro,22.0,2015-01-01,low
5058,2016,Rondonia,Fevereiro,88.0,2016-01-01,low
5059,2017,Rondonia,Fevereiro,10.0,2017-01-01,low
5060,1998,Rondonia,Março,0.0,1998-01-01,low
5061,1999,Rondonia,Março,8.0,1999-01-01,low
5062,2000,Rondonia,Março,9.0,2000-01-01,low
5063,2001,Rondonia,Março,0.0,2001-01-01,low
5064,2002,Rondonia,Março,1.0,2002-01-01,low
5065,2003,Rondonia,Março,13.0,2003-01-01,low
5066,2004,Rondonia,Março,20.0,2004-01-01,low
5067,2005,Rondonia,Março,17.0,2005-01-01,low
5068,2006,Rondonia,Março,15.0,2006-01-01,low
5069,2007,Rondonia,Março,20.0,2007-01-01,low
5070,2008,Rondonia,Março,2.0,2008-01-01,low
5071,2009,Rondonia,Março,12.0,2009-01-01,low
5072,2010,Rondonia,Março,11.0,2010-01-01,low
5073,2011,Rondonia,Março,6.0,2011-01-01,low
5074,2012,Rondonia,Março,6.0,2012-01-01,low
5075,2013,Rondonia,Março,23.0,2013-01-01,low
5076,2014,Rondonia,Março,13.0,2014-01-01,low
5077,2015,Rondonia,Março,15.0,2015-01-01,low
5078,2016,Rondonia,Março,25.0,2016-01-01,low
5079,2017,Rondonia,Março,21.0,2017-01-01,low
5080,1998,Rondonia,Abril,0.0,1998-01-01,low
5081,1999,Rondonia,Abril,3.0,1999-01-01,low
5082,2000,Rondonia,Abril,0.0,2000-01-01,low
5083,2001,Rondonia,Abril,0.0,2001-01-01,low
5084,2002,Rondonia,Abril,3.0,2002-01-01,low
5085,2003,Rondonia,Abril,10.0,2003-01-01,low
5086,2004,Rondonia,Abril,14.0,2004-01-01,low
5087,2005,Rondonia,Abril,7.0,2005-01-01,low
5088,2006,Rondonia,Abril,0.0,2006-01-01,low
5089,2007,Rondonia,Abril,0.0,2007-01-01,low
5090,2008,Rondonia,Abril,8.0,2008-01-01,low
5091,2009,Rondonia,Abril,3.0,2009-01-01,low
5092,2010,Rondonia,Abril,19.0,2010-01-01,low
5093,2011,Rondonia,Abril,8.0,2011-01-01,low
5094,2012,Rondonia,Abril,12.0,2012-01-01,low
5095,2013,Rondonia,Abril,9.0,2013-01-01,low
5096,2014,Rondonia,Abril,15.0,2014-01-01,low
5097,2015,Rondonia,Abril,15.0,2015-01-01,low
5098,2016,Rondonia,Abril,59.0,2016-01-01,low
5099,2017,Rondonia,Abril,19.0,2017-01-01,low
5100,1998,Rondonia,Maio,0.0,1998-01-01,low
5101,1999,Rondonia,Maio,3.0,1999-01-01,low
5102,2000,Rondonia,Maio,13.0,2000-01-01,low
5103,2001,Rondonia,Maio,5.0,2001-01-01,low
5104,2002,Rondonia,Maio,10.0,2002-01-01,low
5105,2003,Rondonia,Maio,21.0,2003-01-01,low
5106,2004,Rondonia,Maio,9.0,2004-01-01,low
5107,2005,Rondonia,Maio,38.0,2005-01-01,low
5108,2006,Rondonia,Maio,7.0,2006-01-01,low
5109,2007,Rondonia,Maio,4.0,2007-01-01,low
5110,2008,Rondonia,Maio,1.0,2008-01-01,low
5111,2009,Rondonia,Maio,6.0,2009-01-01,low
5112,2010,Rondonia,Maio,41.0,2010-01-01,low
5113,2011,Rondonia,Maio,54.0,2011-01-01,low
5114,2012,Rondonia,Maio,22.0,2012-01-01,low
5115,2013,Rondonia,Maio,9.0,2013-01-01,low
5116,2014,Rondonia,Maio,28.0,2014-01-01,low
5117,2015,Rondonia,Maio,13.0,2015-01-01,low
5118,2016,Rondonia,Maio,44.0,2016-01-01,low
5119,2017,Rondonia,Maio,31.0,2017-01-01,low
5120,1998,Rondonia,Junho,26.0,1998-01-01,low
5121,1999,Rondonia,Junho,10.0,1999-01-01,low
5122,2000,Rondonia,Junho,54.0,2000-01-01,low
5123,2001,Rondonia,Junho,31.0,2001-01-01,low
5124,2002,Rondonia,Junho,141.0,2002-01-01,low
5125,2003,Rondonia,Junho,74.0,2003-01-01,low
5126,2004,Rondonia,Junho,151.0,2004-01-01,low
5127,2005,Rondonia,Junho,153.0,2005-01-01,low
5128,2006,Rondonia,Junho,40.0,2006-01-01,low
5129,2007,Rondonia,Junho,71.0,2007-01-01,low
5130,2008,Rondonia,Junho,11.0,2008-01-01,low
5131,2009,Rondonia,Junho,13.0,2009-01-01,low
5132,2010,Rondonia,Junho,44.0,2010-01-01,low
5133,2011,Rondonia,Junho,130.0,2011-01-01,low
5134,2012,Rondonia,Junho,32.0,2012-01-01,low
5135,2013,Rondonia,Junho,22.0,2013-01-01,low
5136,2014,Rondonia,Junho,92.0,2014-01-01,low
5137,2015,Rondonia,Junho,119.0,2015-01-01,low
5138,2016,Rondonia,Junho,170.0,2016-01-01,low
5139,2017,Rondonia,Junho,192.0,2017-01-01,low
5140,1998,Rondonia,Julho,365.0,1998-01-01,low
5141,1999,Rondonia,Julho,135.0,1999-01-01,low
5142,2000,Rondonia,Julho,117.0,2000-01-01,low
5143,2001,Rondonia,Julho,74.0,2001-01-01,low
5144,2002,Rondonia,Julho,539.0,2002-01-01,medium
5145,2003,Rondonia,Julho,516.0,2003-01-01,medium
5146,2004,Rondonia,Julho,1.233,2004-01-01,low
5147,2005,Rondonia,Julho,798.0,2005-01-01,medium
5148,2006,Rondonia,Julho,314.0,2006-01-01,low
5149,2007,Rondonia,Julho,187.0,2007-01-01,low
5150,2008,Rondonia,Julho,138.0,2008-01-01,low
5151,2009,Rondonia,Julho,110.0,2009-01-01,low
5152,2010,Rondonia,Julho,747.0,2010-01-01,medium
5153,2011,Rondonia,Julho,293.0,2011-01-01,low
5154,2012,Rondonia,Julho,205.0,2012-01-01,low
5155,2013,Rondonia,Julho,117.0,2013-01-01,low
5156,2014,Rondonia,Julho,192.0,2014-01-01,low
5157,2015,Rondonia,Julho,423.0,2015-01-01,medium
5158,2016,Rondonia,Julho,969.0,2016-01-01,high
5159,2017,Rondonia,Julho,1.28,2017-01-01,low
5160,1998,Rondonia,Agosto,2.254,1998-01-01,low
5161,1999,Rondonia,Agosto,1.976,1999-01-01,low
5162,2000,Rondonia,Agosto,2.197,2000-01-01,low
5163,2001,Rondonia,Agosto,2.132,2001-01-01,low
5164,2002,Rondonia,Agosto,3.465,2002-01-01,low
5165,2003,Rondonia,Agosto,7.06,2003-01-01,low
5166,2004,Rondonia,Agosto,6.893,2004-01-01,low
5167,2005,Rondonia,Agosto,6.672,2005-01-01,low
5168,2006,Rondonia,Agosto,3.124,2006-01-01,low
5169,2007,Rondonia,Agosto,4.786,2007-01-01,low
5170,2008,Rondonia,Agosto,1.251,2008-01-01,low
5171,2009,Rondonia,Agosto,484.0,2009-01-01,medium
5172,2010,Rondonia,Agosto,4.388,2010-01-01,low
5173,2011,Rondonia,Agosto,1.161,2011-01-01,low
5174,2012,Rondonia,Agosto,2.209,2012-01-01,low
5175,2013,Rondonia,Agosto,885.0,2013-01-01,high
5176,2014,Rondonia,Agosto,3.038,2014-01-01,low
5177,2015,Rondonia,Agosto,3.762,2015-01-01,low
5178,2016,Rondonia,Agosto,3.675,2016-01-01,low
5179,2017,Rondonia,Agosto,4.287,2017-01-01,low
5180,1998,Rondonia,Setembro,3.753,1998-01-01,low
5181,1999,Rondonia,Setembro,3.062,1999-01-01,low
5182,2000,Rondonia,Setembro,2.438,2000-01-01,low
5183,2001,Rondonia,Setembro,1.927,2001-01-01,low
5184,2002,Rondonia,Setembro,7.067,2002-01-01,low
5185,2003,Rondonia,Setembro,6.89,2003-01-01,low
5186,2004,Rondonia,Setembro,13.05,2004-01-01,low
5187,2005,Rondonia,Setembro,13.972,2005-01-01,low
5188,2006,Rondonia,Setembro,9.92,2006-01-01,low
5189,2007,Rondonia,Setembro,6.832,2007-01-01,low
5190,2008,Rondonia,Setembro,3.726,2008-01-01,low
5191,2009,Rondonia,Setembro,1.869,2009-01-01,low
5192,2010,Rondonia,Setembro,4.893,2010-01-01,low
5193,2011,Rondonia,Setembro,1.782,2011-01-01,low
5194,2012,Rondonia,Setembro,2.471,2012-01-01,low
5195,2013,Rondonia,Setembro,1.776,2013-01-01,low
5196,2014,Rondonia,Setembro,2.8,2014-01-01,low
5197,2015,Rondonia,Setembro,6.129,2015-01-01,low
5198,2016,Rondonia,Setembro,4.208,2016-01-01,low
5199,2017,Rondonia,Setembro,5.638,2017-01-01,low
5200,1998,Rondonia,Outubro,483.0,1998-01-01,medium
5201,1999,Rondonia,Outubro,1.884,1999-01-01,low
5202,2000,Rondonia,Outubro,644.0,2000-01-01,medium
5203,2001,Rondonia,Outubro,796.0,2001-01-01,medium
5204,2002,Rondonia,Outubro,3.554,2002-01-01,low
5205,2003,Rondonia,Outubro,4.962,2003-01-01,low
5206,2004,Rondonia,Outubro,3.094,2004-01-01,low
5207,2005,Rondonia,Outubro,2.559,2005-01-01,low
5208,2006,Rondonia,Outubro,1.148,2006-01-01,low
5209,2007,Rondonia,Outubro,2.023,2007-01-01,low
5210,2008,Rondonia,Outubro,1.482,2008-01-01,low
5211,2009,Rondonia,Outubro,1.444,2009-01-01,low
5212,2010,Rondonia,Outubro,1.307,2010-01-01,low
5213,2011,Rondonia,Outubro,822.0,2011-01-01,high
5214,2012,Rondonia,Outubro,1.229,2012-01-01,low
5215,2013,Rondonia,Outubro,555.0,2013-01-01,medium
5216,2014,Rondonia,Outubro,1.063,2014-01-01,low
5217,2015,Rondonia,Outubro,2.598,2015-01-01,low
5218,2016,Rondonia,Outubro,1.844,2016-01-01,low
5219,2017,Rondonia,Outubro,2.19,2017-01-01,low
5220,1998,Rondonia,Novembro,3.0,1998-01-01,low
5221,1999,Rondonia,Novembro,41.0,1999-01-01,low
5222,2000,Rondonia,Novembro,13.0,2000-01-01,low
5223,2001,Rondonia,Novembro,91.0,2001-01-01,low
5224,2002,Rondonia,Novembro,639.0,2002-01-01,medium
5225,2003,Rondonia,Novembro,526.0,2003-01-01,medium
5226,2004,Rondonia,Novembro,452.0,2004-01-01,medium
5227,2005,Rondonia,Novembro,465.0,2005-01-01,medium
5228,2006,Rondonia,Novembro,253.0,2006-01-01,low
5229,2007,Rondonia,Novembro,53.0,2007-01-01,low
5230,2008,Rondonia,Novembro,78.0,2008-01-01,low
5231,2009,Rondonia,Novembro,128.0,2009-01-01,low
5232,2010,Rondonia,Novembro,238.0,2010-01-01,low
5233,2011,Rondonia,Novembro,245.0,2011-01-01,low
5234,2012,Rondonia,Novembro,174.0,2012-01-01,low
5235,2013,Rondonia,Novembro,108.0,2013-01-01,low
5236,2014,Rondonia,Novembro,202.0,2014-01-01,low
5237,2015,Rondonia,Novembro,1.002,2015-01-01,low
5238,2016,Rondonia,Novembro,401.0,2016-01-01,medium
5239,2017,Rondonia,Novembro,372.0,2017-01-01,low
5240,1998,Rondonia,Dezembro,33.0,1998-01-01,low
5241,1999,Rondonia,Dezembro,0.0,1999-01-01,low
5242,2000,Rondonia,Dezembro,7.0,2000-01-01,low
5243,2001,Rondonia,Dezembro,1.0,2001-01-01,low
5244,2002,Rondonia,Dezembro,91.0,2002-01-01,low
5245,2003,Rondonia,Dezembro,214.0,2003-01-01,low
5246,2004,Rondonia,Dezembro,208.0,2004-01-01,low
5247,2005,Rondonia,Dezembro,36.0,2005-01-01,low
5248,2006,Rondonia,Dezembro,4.0,2006-01-01,low
5249,2007,Rondonia,Dezembro,6.0,2007-01-01,low
5250,2008,Rondonia,Dezembro,2.0,2008-01-01,low
5251,2009,Rondonia,Dezembro,9.0,2009-01-01,low
5252,2010,Rondonia,Dezembro,158.0,2010-01-01,low
5253,2011,Rondonia,Dezembro,37.0,2011-01-01,low
5254,2012,Rondonia,Dezembro,50.0,2012-01-01,low
5255,2013,Rondonia,Dezembro,143.0,2013-01-01,low
5256,2014,Rondonia,Dezembro,144.0,2014-01-01,low
5257,2015,Rondonia,Dezembro,282.0,2015-01-01,low
5258,2016,Rondonia,Dezembro,148.0,2016-01-01,low
5259,1998,Roraima,Janeiro,0.0,1998-01-01,low
5260,1999,Roraima,Janeiro,15.0,1999-01-01,low
5261,2000,Roraima,Janeiro,18.0,2000-01-01,low
5262,2001,Roraima,Janeiro,101.0,2001-01-01,low
5263,2002,Roraima,Janeiro,302.0,2002-01-01,low
5264,2003,Roraima,Janeiro,547.0,2003-01-01,medium
5265,2004,Roraima,Janeiro,355.0,2004-01-01,low
5266,2005,Roraima,Janeiro,106.0,2005-01-01,low
5267,2006,Roraima,Janeiro,70.0,2006-01-01,low
5268,2007,Roraima,Janeiro,194.0,2007-01-01,low
5269,2008,Roraima,Janeiro,245.0,2008-01-01,low
5270,2009,Roraima,Janeiro,45.0,2009-01-01,low
5271,2010,Roraima,Janeiro,351.0,2010-01-01,low
5272,2011,Roraima,Janeiro,225.0,2011-01-01,low
5273,2012,Roraima,Janeiro,217.0,2012-01-01,low
5274,2013,Roraima,Janeiro,397.0,2013-01-01,low
5275,2014,Roraima,Janeiro,355.0,2014-01-01,low
5276,2015,Roraima,Janeiro,330.0,2015-01-01,low
5277,2016,Roraima,Janeiro,1.754,2016-01-01,low
5278,2017,Roraima,Janeiro,108.0,2017-01-01,low
5279,1998,Roraima,Fevereiro,0.0,1998-01-01,low
5280,1999,Roraima,Fevereiro,20.0,1999-01-01,low
5281,2000,Roraima,Fevereiro,57.0,2000-01-01,low
5282,2001,Roraima,Fevereiro,646.0,2001-01-01,medium
5283,2002,Roraima,Fevereiro,476.0,2002-01-01,medium
5284,2003,Roraima,Fevereiro,767.0,2003-01-01,medium
5285,2004,Roraima,Fevereiro,259.0,2004-01-01,low
5286,2005,Roraima,Fevereiro,105.0,2005-01-01,low
5287,2006,Roraima,Fevereiro,283.0,2006-01-01,low
5288,2007,Roraima,Fevereiro,796.0,2007-01-01,medium
5289,2008,Roraima,Fevereiro,138.0,2008-01-01,low
5290,2009,Roraima,Fevereiro,153.0,2009-01-01,low
5291,2010,Roraima,Fevereiro,470.0,2010-01-01,medium
5292,2011,Roraima,Fevereiro,112.0,2011-01-01,low
5293,2012,Roraima,Fevereiro,130.0,2012-01-01,low
5294,2013,Roraima,Fevereiro,62.0,2013-01-01,low
5295,2014,Roraima,Fevereiro,226.0,2014-01-01,low
5296,2015,Roraima,Fevereiro,418.0,2015-01-01,medium
5297,2016,Roraima,Fevereiro,171.0,2016-01-01,low
5298,2017,Roraima,Fevereiro,129.0,2017-01-01,low
5299,1998,Roraima,Março,0.0,1998-01-01,low
5300,1999,Roraima,Março,98.0,1999-01-01,low
5301,2000,Roraima,Março,125.0,2000-01-01,low
5302,2001,Roraima,Março,1.108,2001-01-01,low
5303,2002,Roraima,Março,820.0,2002-01-01,high
5304,2003,Roraima,Março,1.131,2003-01-01,low
5305,2004,Roraima,Março,276.0,2004-01-01,low
5306,2005,Roraima,Março,244.0,2005-01-01,low
5307,2006,Roraima,Março,385.0,2006-01-01,low
5308,2007,Roraima,Março,665.0,2007-01-01,medium
5309,2008,Roraima,Março,422.0,2008-01-01,medium
5310,2009,Roraima,Março,176.0,2009-01-01,low
5311,2010,Roraima,Março,417.0,2010-01-01,medium
5312,2011,Roraima,Março,91.0,2011-01-01,low
5313,2012,Roraima,Março,99.0,2012-01-01,low
5314,2013,Roraima,Março,179.0,2013-01-01,low
5315,2014,Roraima,Março,494.0,2014-01-01,medium
5316,2015,Roraima,Março,163.0,2015-01-01,low
5317,2016,Roraima,Março,1.081,2016-01-01,low
5318,2017,Roraima,Março,216.0,2017-01-01,low
5319,1998,Roraima,Abril,0.0,1998-01-01,low
5320,1999,Roraima,Abril,16.0,1999-01-01,low
5321,2000,Roraima,Abril,0.0,2000-01-01,low
5322,2001,Roraima,Abril,380.0,2001-01-01,low
5323,2002,Roraima,Abril,41.0,2002-01-01,low
5324,2003,Roraima,Abril,268.0,2003-01-01,low
5325,2004,Roraima,Abril,182.0,2004-01-01,low
5326,2005,Roraima,Abril,22.0,2005-01-01,low
5327,2006,Roraima,Abril,201.0,2006-01-01,low
5328,2007,Roraima,Abril,58.0,2007-01-01,low
5329,2008,Roraima,Abril,175.0,2008-01-01,low
5330,2009,Roraima,Abril,115.0,2009-01-01,low
5331,2010,Roraima,Abril,15.0,2010-01-01,low
